SMILES,pIC50
CC1CCN(S(=O)(=O)CC(F)(F)F)CC1N(C)c1[nH]cnc2nccc1-2,6.1
Cn1c(C(=O)OCc2ccccc2)cc2c(-c3ccc(NC(=O)C(C)(C)C)cc3)ncnc21,6.11
CC(NC(=O)c1cnn2ccc(N3CCCC3c3cncc(F)c3)nc12)C1CC1,6.12
O=C(NC1CCC(O)C1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,6.12
CC(=O)Nc1ccc(-c2ncnc3c2cc(C(=O)OCc2ccccc2)n3C)cc1,6.13
Oc1ccc(C2Nc3ccccc3-c3ccnc4[nH]cc2c34)c(F)c1,6.14
COC1CCN(c2nccc(Nc3cc4c(ccn4C(C)C)cn3)n2)CC1,6.14
O=C(NC1CCNCC1F)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,6.16
O=C(NC1CC1)c1cnn2ccc(N3CCCC3c3cc(F)cnc3CO)nc12,6.16
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)c2cc(C#N)ccn2)C1,6.16
N#CC1CCCC1n1cc(C(N)=O)c(Nc2ccccc2)n1,6.16
Cc1ccc(Cl)cc1-c1cc(-c2cc(N)ncn2)[nH]c1C(N)=O,6.16
O=C(CCCCCCN1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.16
Cc1ccccc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,6.16
Cc1cccc(Nc2sc(-c3cccc(C(F)(F)F)c3)cc2C(N)=O)n1,6.16
COc1ccc2nc(NC(C)c3ncc(F)cn3)nc(Nc3cn(C)cn3)c2c1,6.17
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)nc3)n2)C(C#N)C1)C1CC1,6.17
CC(NC(=O)c1cnn2ccc(N3CC(O)CC3c3cccc(F)c3)nc12)C(F)(F)F,6.17
COc1ncccc1-c1cccn2nc(Nc3ccc(C4CCN(C(=O)OC(C)(C)C)CC4)cc3)nc12,6.17
O=C(CCCCCCC(=O)N1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.17
NC1COCCC1Nc1cc2cc[nH]c(=O)c2c(Nc2cccc3cc[nH]c23)n1,6.17
Nc1[nH]nc2ccc(-c3ccccc3Cl)cc12,6.18
CC(C)(CF)NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cnc3CO)nc12,6.18
Cn1cc(F)cc(C2CCCN2c2ccn3ncc(C(=O)NC4CCC4)c3n2)c1=O,6.18
N#CC1CC(NC2CC3(CCCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,6.18
CN1CCN(c2cccc(Nc3nc4c(NCc5cccnc5)cccn4n3)c2)CC1,6.19
COCc1ccccc1-c1cccc2nc(Nc3ccc4c(c3)CCN(C(=O)OC(C)(C)C)CC4)nn12,6.19
CC(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,6.19
NC(=O)c1cnc2[nH]ccc2c1NC1CCCN(Cc2ccccc2)C1,6.19
NC(=O)c1cc(N2CCC(N)CC2)[nH]c2c3ccc(C(=O)N4CCOCC4)cc3nc1-2,6.2
Cn1cc(F)cc(C2CCCN2c2ccn3ncc(C(=O)NC4(C)CC4)c3n2)c1=O,6.21
CNc1cc(-n2cc(C(N)=O)c(-c3cc(Cl)ccc3C)c2)ncn1,6.21
O=C(CCCCCCN1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.21
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccccc1Cl,6.21
NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cccc(Cl)c1,6.21
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)C2CN(C3CC3)C2)C1,6.22
CS(=O)(=O)c1ccc(OCC(F)F)c(-c2cccn3nc(Nc4ccc5c(c4)CCNCC5)nc23)c1,6.22
O=C1Nc2ccc(-c3cccnc3)cc2C1=Cc1ccc[nH]1,6.22
O=S1(=O)Nc2cccc(c2)CNc2nc(ncc2Cl)Nc2cccc1c2,6.23
CC(C)(C)OC(=O)N1CCc2ccc(Nc3nc4c(-c5cc(C(F)(F)F)ccc5F)cccn4n3)cc2CC1,6.23
COc1cccc(CNc2cccn3nc(Nc4ccnc(C)c4)nc23)c1,6.23
O=C(CCCCCN1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.23
CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccc4c(c3)CCC4)nc12,6.24
NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)ccc3C(F)(F)F)nc12,6.24
CCCS(=O)(=O)NC1CCC(N(C)c2[nH]cnc3nccc2-3)C1,6.24
c1cncc(CNc2cccn3nc(Nc4ccc(OCCN5CCCC5)cc4)nc23)c1,6.24
CN(c1ccccc1CNc1cccn2nc(Nc3ccccc3)nc12)S(C)(=O)=O,6.24
CNc1nc2c(cc(C(=O)NC3CC3)n2CC(O)CO)c2c1ncn2C,6.24
CC1CCCN(c2[nH]cnc3ncc(-c4cccc(C#N)c4)c2-3)C1,6.24
CC(Nc1c(C(N)=O)cnn2cccc12)C(C)(C)C,6.24
CC1CC(C)N1C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.24
O=c1[nH]c2cnc(-n3cnc4ccc(C(F)(F)F)cc43)nc2n1C1CCOCC1,6.25
CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)c2cc(C#N)ccn2)C1,6.25
COc1ccc(Nc2nc3c(N4CCS(=O)(=O)CC4)cccn3n2)cc1,6.25
CN1CCN(c2ccc(Nc3nc4c(O)cccn4n3)cc2)CC1,6.25
O=C(CCCCCCC(=O)N1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.25
Nc1[nH]nc2c(-c3ccccn3)cn(-c3ccccc3Cl)c(=O)c12,6.26
CC(C)NC(=O)c1cnn2ccc(N3CC(O)CC3c3cccc(F)c3)nc12,6.26
O=C(CCCCC(=O)N1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.26
CN(C)C1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1,6.26
CNC(=O)c1ncc(C#Cc2cc(C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(C(F)(F)F)c3)ccc2C)n1C,6.27
CC(C)CS(=O)(=O)NC1CC(N(C)c2[nH]cnc3nccc2-3)C1,6.27
CCC(=O)Nc1ccc(-c2ncnc3c2cc(C(=O)OCc2ccccc2)n3C)cc1,6.28
COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCC(O)C3)c2n1,6.28
CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5cc(C(F)(F)F)ccc5OCC(F)F)cccn4n3)cc2)CC1,6.28
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)c1F,6.28
CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cc(F)ccc5OCC(F)F)cccn4n3)cc2CC1,6.28
Cc1ncc(S(=O)(=O)NC2CC(N(C)c3[nH]cnc4nccc3-4)C2)s1,6.29
Cc1cc(NC(=O)N2CCC(C)C(N(C)c3[nH]cnc4nccc3-4)C2)sn1,6.29
O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2ccc(Cl)cc21,6.3
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=Cc4nccs4)c3)c12,6.3
CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cc(S(C)(=O)=O)ccc5OCC(F)F)cccn4n3)cc2CC1,6.3
O=c1[nH]c2cnc3[nH]ccc3c2n1C1CCOCC1,6.3
O=c1cc(-c2nc(-c3ccc(-c4cn(CCO)nn4)cc3)[nH]c2-c2ccc(F)cc2)cc[nH]1,6.3
Cn1cc(F)cc(C2CCCN2c2ccn3ncc(C(=O)NC4CCC(O)CC4)c3n2)c1=O,6.3
N#CC1CC(NCc2c(F)cccc2F)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,6.3
CN(CCOc1cccc(NC2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c1)c1ccnc(F)c1,6.31
CC(Nc1nc(Nc2cn(C)cn2)c2cc(F)cnc2n1)c1ncc(F)cn1,6.31
CN1CCN(c2ccc(Nc3nc4c(NCc5cccnc5)cccn4n3)cc2)CC1,6.31
CN1CCN(c2ccc(Nc3ncc4ccc(-c5ccccc5N(C)S(C)(=O)=O)n4n3)c(Cl)c2)CC1,6.32
CC(NC(=O)OC(C)(C)C)C(=O)Nc1ccc(-c2ncnc3c2cc(C(=O)OCc2ccccc2)n3C)cc1,6.32
CC=CC(=O)Nc1cccc(-c2ncnc3[nH]cc(C(=O)OCC)c23)c1,6.32
CC1CCN(C(=O)CO)CC1N(C)c1[nH]cnc2nccc1-2,6.32
N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(C5CCOCC5)c4n3)c2c1,6.33
CC(C)(C)OC(=O)C1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,6.33
O=C(NC1CCC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,6.33
COCCOc1ccc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CC3)c2n1,6.33
COc1ccc(Nc2nc3c(Nc4ccc(S(C)(=O)=O)cc4)cccn3n2)cc1,6.33
CCOC(=O)c1c[nH]c2ncnc(-c3cccc(NC(=O)C=Cc4ccccn4)c3)c12,6.34
CN1CCN(c2cccc(Nc3nc4c(Nc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)c2)CC1,6.34
COc1cc(Nc2nc3cccc(-c4cccc5[nH]cnc45)c3o2)cc(OC)c1OC,6.34
Nc1ccc2cc1CCc1cncc(c1)Nc1ncc(Cl)c(n1)NC2,6.35
COCC(C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1,6.35
Cc1cc(Nc2nc3cccc(-c4cccc(S(C)(=O)=O)c4)n3n2)ccn1,6.35
CC(=O)NC1CCc2ccc(Oc3cnc4[nH]cc(C(=O)NC(C(=O)N5CC(C#N)C5)C(C)(C)C)c4n3)cc21,6.35
COc1ncc(F)cc1C1CCCN1c1ccn2ncc(C(=O)NC3CCN(S(C)(=O)=O)CC3)c2n1,6.35
CC(C)NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cn(C)c3=O)nc12,6.35
CNc1nc2c(cc(C(=O)N(C)C3CC3)n2CC(O)CO)c2c1ncn2C,6.35
CC(C)(C)OC(=O)C1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,6.36
COc1ccc(Nc2nc3c(N4CCN(C)CC4)cccn3n2)cc1,6.36
O=C(NC1CC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3CO)nc12,6.37
CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)CCC2CC2)C1,6.37
NC(=O)c1cnc2[nH]ccc2c1NC1CCCN(Cc2ccccc2)C1,6.37
CC1(C)CCN1C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.37
CC(C)(C)NC(=O)C1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,6.37
CC(NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cn(C)c3=O)nc12)C1CC1,6.38
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)CC2CC(F)(F)C2)C1,6.38
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)N(C)CCC#N)C1,6.38
CC(Nc1cccn2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc12)c1ccccc1N(C)S(C)(=O)=O,6.38
CC(C)CNC1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.38
C=CC(=O)Nc1cccc(CNc2nc(Nc3cnn(CCOCCOCCOCCNC(=O)CCCCC4SCC5NC(=O)NC54)c3)ncc2Cl)c1,6.38
Cc1cccc(Oc2cnc3[nH]cc(C(=O)NC(C)C)c3n2)c1,6.39
CN1CCN(c2cccc(Nc3nc4c(NCc5cccc(S(C)(=O)=O)c5)cccn4n3)c2)CC1,6.4
CC1(O)CCCC1Nc1c(C(N)=O)cnn2cccc12,6.4
Cc1ccnc(Nc2sc(-c3ccccc3)cc2C(N)=O)c1,6.4
O=c1[nH]c2cnc(-n3cnc4ccc(Cl)cc43)nc2n1C1CCOCC1,6.41
CC(C)Cn1cc(-c2ccn(C)n2)c2n[nH]c(N)c2c1=O,6.41
CS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCCC4c4cc(F)ccc4F)nc23)CC1,6.41
O=C(CCCCN1CC=CCOCc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.41
COc1ccc(CNc2nccc(-c3cc(C(N)=O)c(-c4cc(Cl)ccc4C)[nH]3)n2)cc1,6.41
COc1cc(N2CCN(CC(C)O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,6.42
CC(C)c1cc(-c2cccn3nc(Nc4ccc(C(=O)O)cc4)nc23)ccn1,6.42
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)CC(F)(F)F)C1,6.42
COc1ncccc1-c1cccn2nc(Nc3ccc(C4CCNCC4)cc3)nc12,6.42
CC1(CO)CCCC1Nc1c(C(N)=O)cnn2cccc12,6.42
Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)NCC(C)C,6.42
Cc1cccc(Nc2sc(-c3ccc(C(F)(F)F)cc3)cc2C(N)=O)n1,6.42
CN(c1[nH]cnc2nccc1-2)C1CC(CS(=O)(=O)N2CCC(F)(F)CC2)C1,6.43
COc1ccc(Nc2nc3c(NC4CCN(S(C)(=O)=O)CC4)cccn3n2)cc1,6.43
NC(=O)c1cnc2[nH]ccc2c1NC1CCN(c2ccc(C(F)(F)F)cn2)CC1,6.43
Cc1ccc(Cl)cc1-c1cn(-c2cc(N)ncn2)cc1C(N)=O,6.43
N#CC1CC(NC(C2CC2)C(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,6.43
CCCOc1ccc(Cl)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,6.44
CC(C)(C)OC(=O)N1CCC(c2ccc(Nc3nc4c(-c5ccc(F)cc5)cccn4n3)cc2)CC1,6.44
CN(C)CC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,6.45
CC1CC(C)N1C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.45
CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C1CCCCC1,6.45
CCOC(=O)Cn1cc(-c2ccc(-c3nc(-c4cc[nH]c(=O)c4)c(-c4ccc(F)cc4)[nH]3)cc2)nn1,6.45
CC1Nc2nc(ncc2Cl)Nc2cccc(c2)COc2cccc1c2,6.46
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(N4CCS(=O)(=O)CC4)cc3)c12,6.46
CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N1CCC1,6.46
C=CC(=O)Nc1cccc(CNc2nc(Nc3cc(F)c(N4CCOCC4)c(F)c3)ncc2Cl)c1,6.46
CC1(O)CC(Nc2c(C(N)=O)cnn3cccc23)C(C)(C)C1,6.46
CC1CC(C)N1C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.47
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4c(F)n(C)nc4c3)c12,6.47
O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2c(F)cccc21,6.48
Clc1cnc2nc1NCCc1cccc(c1)OCc1cccc(c1)N2,6.48
CNc1cc(-c2cc(C(N)=O)n(-c3cc(C(F)(F)F)ccc3Cl)c2)ncn1,6.48
CN1CCN(c2cccc(N(c3cccc(N4CCN(C)CC4)c3)c3nc4c(-c5ccc(S(C)(=O)=O)cc5)cc(F)cn4n3)c2)CC1,6.49
CN1CCN(c2ccc(Nc3nc4c(Nc5cccc(S(C)(=O)=O)c5)cccn4n3)cc2)CC1,6.49
COc1cccc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)c1OC,6.49
CCOC(=O)COc1ccc(Nc2ncc(C)c(-c3cc4ccccc4o3)n2)cc1,6.49
CN1CCC(c2ccc(Nc3nc4c(NCc5cccc(S(C)(=O)=O)c5)cccn4n3)cc2)CC1,6.49
O=c1[nH]c2cnc(-n3cnc4ccc(F)cc43)nc2n1Cc1c(F)cccc1F,6.5
N#CC1CCCC(O)C1n1cc(C(N)=O)c(Nc2ccccc2)n1,6.5
CN(c1[nH]cnc2nccc1-2)C1CC(NS(=O)(=O)CC2(CC#N)COC2)C1,6.5
CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cc(C(F)(F)F)ccc5OCC(F)F)cccn4n3)cc2CC1,6.5
Cn1nc(C(F)(F)F)cc1-c1cc(C(N)=O)c2[nH]c3cc(C(=O)N4CCOCC4)ccc3c2n1,6.5
NC(=O)c1cc(-c2ccccc2)sc1Nc1cccnc1,6.5
CC(C)C(C)n1cc(-c2ccn(C)n2)c2n[nH]c(N)c2c1=O,6.51
CC(NC(=O)c1cnn2ccc(N3CCCC3c3cc(F)cn(C)c3=O)nc12)C1CC1,6.51
CN1CCN(c2cccc(Nc3nc4cncc(-c5ccc(S(C)(=O)=O)cc5)n4n3)c2)CC1,6.51
COC(=O)c1ccc2c(c1)[nH]c1c(C(N)=O)cc(-c3cccc(OC)c3)cc12,6.51
N#CC1CC(C(=O)NC(C2CC2)C(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,6.51
CN1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,6.51
COc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,6.51
Cc1cccc(Nc2sc(-c3cccc(Cl)c3)cc2C(N)=O)n1,6.51
N#CC1CCC2(CC1n1cc(C(N)=O)c(Nc3ccccc3)n1)OCCO2,6.51
Cc1c[nH]c2c(Nc3nc(NC4CCCCC4N)cc4cc[nH]c(=O)c34)cccc12,6.52
O=C(CCCCN1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.53
CC(C)(C)NC(=O)c1cncc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)c1,6.54
O=c1[nH]c2cnc(-n3cnc4ccccc43)nc2n1C1CCOc2c(F)cccc21,6.54
COc1cccc(-c2cc(C(N)=O)c3[nH]c4cc(NC(=O)OCc5ccccc5)ccc4c3c2)c1,6.54
CN(C)C(=O)c1ccc(-c2cc(C(N)=O)c3[nH]c4cc(C(=O)N5CCOCC5)ccc4c3c2)cc1,6.54
NC1COCCC1Nc1cc2nc[nH]c(=O)c2c(Nc2cccc3cc[nH]c23)n1,6.54
CC1(C)CN(C2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,6.54
Nc1[nH]nc2ccc(C(=O)N3CCCC3c3ccc(Cl)cc3)cc12,6.54
CC1(N)CCC(Nc2c(C(N)=O)cnn3cccc23)C1(C)C,6.55
CCOC(=O)c1c[nH]c2ncnc(-c3ccc4cn(C)nc4c3)c12,6.56
O=C(NC1CCC(O)CC1)c1cnn2ccc(N3CCCC3c3cccc(F)c3)nc12,6.56
O=C(O)c1ccc(-c2nc(-c3cc[nH]c(=O)c3)c(-c3ccc(F)cc3)[nH]2)cc1,6.56
N#Cc1ccc2ncn(-c3ncc4[nH]c(=O)n(Cc5cccc(F)c5F)c4n3)c2c1,6.57
O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1,6.57
CN(C)C(=O)CN1CCC(c2ccc(Nc3nc4c(-c5ccc[nH]c5=O)cccn4n3)cc2)CC1,6.57
CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5cc(C(F)F)ccc5OCC(F)F)cccn4n3)cc2CC1,6.57
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1)C1CC1,6.57
COCCNC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1cc(Cl)ccc1C,6.57
Cc1cccc(Nc2sc(-c3ccccc3)cc2C(N)=O)n1,6.57
CN1CCN(c2ccc(Nc3nc4c(NCc5cccc(S(C)(=O)=O)c5)cccn4n3)cc2)CC1,6.58
CC(C)(O)C1CC(CNC2CCC(n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)C(C#N)C2)C1,6.58
NC(=O)c1cc(N2CCC(N3CCOCC3)CC2)[nH]c2c3ccc(C(=O)N4CCOCC4)cc3nc1-2,6.58
O=C(NC1CCOCC1)c1cnn2ccc(N3CCCC3c3cc(F)ccc3F)nc12,6.59
FC(F)COc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,6.59
CN(C)C1CCC(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)C(C#N)C1,6.59
COc1cc(C2CCN(CC(N)=O)CC2)ccc1Nc1ncc2ccc(-c3ccccc3OC)n2n1,6.6
CC(C)NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12,6.6
COc1ncccc1-c1cccn2nc(Nc3ccc(C4CCN(CC(=O)N(C)C)CC4)cc3)nc12,6.6
NC(=O)c1cnn2cccc2c1NC1CCCC1,6.6
N#CC1CC(CN)CCC1n1cc(C(N)=O)c(Nc2ccc(F)cc2)n1,6.61
O=C(CCCCC(=O)N1CC=CCCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1)NO,6.61
Cc1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(=O)Nc1ccccc1,6.61
CN(C1CCC1)C1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)C(C#N)C1,6.62
N#CC1CC(NCC2CCC2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,6.62
Cn1cc(NC(=O)c2cnn3cccnc23)c(-c2c(Cl)cccc2Cl)n1,6.62
COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,6.62
N#CC1CC(N2CC3(CCC3)C2)CCC1n1cc(C(N)=O)c(Nc2ccc(C(F)(F)F)cc2)n1,6.62
CS(=O)(=O)N1CCC(NC(=O)Nc2cnc3[nH]ccc3n2)CC1,6.63
N#CC1CCC2(CC1n1cc(C(N)=O)c(Nc3ccccc3)n1)OCCO2,6.63
CN(CC1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,6.64
CN1CCN(c2ccc(NC(=O)Nc3nc4cccc(-c5cccc(S(C)(=O)=O)c5)n4n3)cc2)CC1,6.64
CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C(=O)N(C)C,6.64
CCn1c(C(=O)N(C2CC2)C2CC2)cc2c3c(ncn3C)c(Nc3cc(C)nn3C)nc21,6.64
NC(=O)c1cc(-c2ccccc2)sc1Nc1cc(F)ccn1,6.64
CNC(=O)c1ccc(Nc2nn(C3CCCCC3C#N)cc2C(N)=O)cc1,6.65
O=c1[nH]cccc1-c1cccn2nc(Nc3ccc4ncccc4c3)nc12,6.65
CCOc1ccc(C(F)(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,6.65
CC(=O)N1CCC(NC(=O)Nc2cnc3[nH]ccc3n2)CC1,6.65
COC1CCN(c2nccc(Nc3cc4c(ccn4C4CCCC4)cn3)n2)CC1,6.65
Cc1cnc(Nc2ccc(C=CC(=O)NO)cc2)nc1-c1cc2ccccc2o1,6.65
N#CC1CC(NC(C2CC2)C2CC2)CCC1n1cc(C(N)=O)c(Nc2ccc(S(=O)(=O)C(F)(F)F)cc2)n1,6.65
CCCCS(=O)(=O)CC1CC(N(C)c2[nH]cnc3nccc2-3)C1,6.66
CN1CCN(c2cccc(Nc3nc4c(NCc5ccccc5CN(C)S(C)(=O)=O)cccn4n3)c2)CC1,6.66
CN1CCN(c2ccc(Nc3nc4c(CCc5ccccc5N(C)S(C)(=O)=O)cccn4n3)cc2)CC1,6.66
N#CC1CC(C(=O)NCC(F)(F)F)CCC1n1cc(C(N)=O)c(Nc2ccc(Cl)cc2)n1,6.66
CN1CCN(c2cc(C(N)=O)c3nc4cc(C(=O)N5CCOCC5)ccc4c-3[nH]2)CC1,6.66
Cc1ccc(Cl)cc1-c1cn(-c2ccnc(N)n2)cc1C(N)=O,6.66
N#CC1CCCC(F)C1n1cc(C(N)=O)c(Nc2ccccc2)n1,6.67
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)c(F)c3)n2)C(C#N)C1)C1CC1,6.67
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)C1CC1,6.67
CCOC(=O)c1c[nH]c2ncnc(-c3ccc(CO)c(N)c3)c12,6.67
COc1ccc(-c2cccn3nc(Nc4ccc(C(=O)O)cc4)nc23)cc1,6.67
CCOc1ccccc1-c1cccn2nc(Nc3ccc4c(c3)CCN(CC(=O)N(C)C)CC4)nc12,6.67
CC(=O)Nc1cccc(-c2ccc(C(N)=O)c3[nH]c4cc(C(=O)N5CCN(C)CC5)ccc4c23)c1C,6.67
Cc1ccc(Cl)cc1-n1cc(-c2ccnc(N)n2)cc1C(N)=O,6.67
CC1(F)CCCC1Nc1c(C(N)=O)cnn2cccc12,6.68
CC(C)(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1)C1CC1,6.68
FC(F)COc1ccc(C(F)F)cc1-c1cccn2nc(Nc3ccc4c(c3)CCNCC4)nc12,6.69
N#CC1CN(C(=O)C(NC(=O)c2c[nH]c3ncc(C4CC4)nc23)C2CC2)C1,6.69
Oc1ccc(C2Nc3ccccc3-c3ncnc4[nH]cc2c34)c(F)c1,6.7
O=c1[nH]ccc2c(NC3CC3)nc3ccc(F)cc3c12,6.7
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)nc3)n2)C(C#N)C1)C1CC1,6.7
CC(NC1CCC(n2cc(C(N)=O)c(Nc3ccc(OC(F)(F)F)cc3)n2)C(C#N)C1)C1CC1,6.7
CN(C)C(=O)N1CCc2ccc(Nc3nc4c(-c5cc(Cl)ccc5OCC(F)F)cccn4n3)cc2CC1,6.7
N#CCC(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,6.7
NS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCCC4c4cc(F)ccc4F)nc23)CC1,6.71
CN(C)c1cccc(-c2cccn3nc(Nc4ccc(C5CCN(C(=O)OC(C)(C)C)CC5)cc4)nc23)c1,6.71
CN(C)C(=O)CN1CCc2ccc(Nc3nc4c(-c5ccccc5OCC(F)F)cccn4n3)cc2CC1,6.71
